Plate ID,Row,Column,Genotype,Mouse,Region,Experiment Date,DOB,Cage,
Cal-JB-002,P,12,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,21,WT,,E,,#N/A,#N/A,
Cal-JB-002,O,22,WT,,E,,#N/A,#N/A,
Cal-JB-002,O,23,WT,,E,,#N/A,#N/A,
Cal-JB-002,O,24,WT,,E,,#N/A,#N/A,
Cal-JB-002,P,21,WT,,E,,#N/A,#N/A,
Cal-JB-002,P,22,WT,,E,,#N/A,#N/A,
Cal-JB-002,P,23,WT,,E,,#N/A,#N/A,
Cal-JB-002,P,24,WT,,E,,#N/A,#N/A,
